symbol,entry_date,entry_price,quantity,investment,additional_capital_needed,cash_after_entry,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl,return_pct
INDUSINDBK,2021-04-13,850.0,1066,906100.0,0,1104729.5237825043,743.5915901321865,965.370091841376,2021-05-03,965.370091841376,take_profit,122984.51790290687,13.572951981338358
ABCAPITAL,2021-05-07,117.0,8547,999999.0,0,1133815.0416854112,108.81286345363804,130.82427309272396,2021-05-19,130.82427309272396,take_profit,118156.06212351166,11.815618027969194
RELIANCE,2021-05-17,923.3,1083,999933.8999999999,0,1252036.2038089228,894.5345482915866,980.8309034168268,2021-05-28,980.8309034168268,take_profit,62305.96840042347,6.23100870971806
TATACONSUM,2021-05-28,642.5,1556,999730.0,0,1314546.072209346,599.7371473764968,689.6354231482039,2021-06-07,689.6354231482039,take_profit,73342.7184186053,7.33625263007065
ADANIPORTS,2021-06-18,643.2,1554,999532.8,0,1388085.9906279517,572.3547484667633,795.9905030664734,2021-10-14,795.9905030664734,take_profit,237436.44176529953,23.754742392175576
ADANIGREEN,2021-07-06,916.35,1091,999737.85,0,1625317.3823932512,818.4238895493465,1139.901332540784,2021-09-08,1139.901332540784,take_profit,243894.50380199542,24.39584575116321
HEROMOTOCO,2021-07-06,2767.55,140,387457.0,0,2481492.7361952467,2662.9612237011897,2927.0581644482154,2021-07-20,2662.9612237011897,stop_loss,-14642.428681833462,-3.779110632104585
JSWSTEEL,2021-07-12,685.0,1,685.0,0,2853622.307513413,652.1952045127939,740.2595909744119,2021-07-29,740.2595909744119,take_profit,55.259590974411935,8.06709357290685
COALINDIA,2021-07-14,116.95,1,116.95,0,2854245.6171043874,109.59059151230676,126.11129018523188,2021-08-17,109.59059151230676,stop_loss,-7.359408487693244,-6.2927819475786615
HEROMOTOCO,2021-07-27,2655.2,140,371728.0,0,2482627.2076958995,2559.587988152942,2770.3680177705874,2021-08-17,2559.587988152942,stop_loss,-13385.681658588064,-3.600934462453209
ZYDUSLIFE,2021-07-27,615.0,1,615.0,0,2840354.526037311,571.8663157623656,639.2336842376343,2021-07-29,571.8663157623656,stop_loss,-43.133684237634384,-7.013607193111282
ZYDUSLIFE,2021-07-30,573.0,3,1719.0,0,2839207.3923530737,533.7578154990122,610.2421845009878,2021-08-16,533.7578154990122,stop_loss,-117.7265535029635,-6.848548778531908
